id,imdb,name,year,rate,runtime,certificate,boxoffice,opening_theaters,budget_US???$),ReleaseDate,genre,genre1,genre2,genre3,genre4,genre5,genre6,Column
323,tt1234654,Greenberg ,2010,6.1,107,R,4220000,186,,19-Mar-10,Comedy , Drama , Romance,,,,,
329,tt1456635,Goon ,2011,6.8,92,R,4170000,242,,24-Feb-11,Action , Comedy , Drama , Sport,,,,
335,tt1001562,Witless Protection (2008),2008,3.1,97,PG_13,4130000,"1,333",7500000,22-Feb-08,Comedy , Crime,,,,,,
337,tt1899353,The Raid: Redemption (2011),2011,7.6,101,R,4110000,881,1100000,20-Jan-11,Action , Crime , Thriller,,,,,
348,tt0914797,Bottle Shock (2008),2008,6.8,110,PG_13,4040000,401,5000000,18-Jan-08,Comedy , Drama,,,,,,
349,tt0878835,Please Give ,2010,6.6,90,R,4030000,272,,22-Jan-10,Comedy , Drama,,,,,,
350,tt1188996,My Name Is Khan ,2010,8,165,PG_13,4020000,125,12000000,12-Feb-10,Drama , Romance , Thriller,,,,,
2204,tt0388183,King's Ransom (2005),2005,4.1,95,PG_13,4010000,"1,508",15000000,21-Apr-05,Comedy , Crime,,,,,,
2207,tt0859760,Ladr__n que roba a ladr__n (2007),2007,6.8,98,PG_13,4000000,340,1200000,31-Aug-07,Action , Adventure , Comedy , Crime,,,,
2208,tt0368794,I'm Not There. ,2007,7,135,R,4000000,149,20000000,4-Oct-07,Biography , Drama , Music,,,,,
2209,tt1723811,Shame ,2011,7.3,101,NC_17,4000000,95,6500000,7-Oct-11,Drama ,,,,,,,
2212,tt0804516,P2 (2007),2007,5.9,98,R,3990000,"2,131",8000000,9-Nov-07,Horror , Thriller,,,,,,
2217,tt0423977,Charlie Bartlett (2007),2007,7,97,R,3950000,"1,122",12000000,1-May-07,Comedy , Drama , Romance,,,,,
2218,tt1588337,Of Gods and Men ,2010,7.2,122,R,3950000,120,,3-Sep-10,Drama , History,,,,,,
2219,tt0443680,The Assassination of Jesse James by the Coward Robert Ford (2007),2007,7.6,160,R,3900000,301,30000000,21-Sep-07,Biography , Crime , Drama , History , Western,,,
2221,tt0415978,Me and You and Everyone We Know ,2005,7.4,91,R,3890000,160,2000000,5-Jan,Comedy , Drama,,,,,,
2234,tt1068646,The Class ,2008,7.5,128,PG_13,3770000,126,,26-Sep-08,Drama ,,,,,,,
2233,tt1270286,To Save a Life (2009),2009,7.2,120,PG_13,3770000,441,1000000,5-Nov-09,Drama ,,,,,,,
2240,tt0455805,Then She Found Me ,2007,6,100,R,3740000,153,3500000,3-Jan-07,Comedy , Drama , Romance,,,,,
2249,tt0448134,Sunshine (2007),2007,7.3,107,R,3680000,461,26000000,1-Jul-07,Adventure , Sci-Fi , Thriller,,,,,
2102,tt1285241,Don 2 ,2011,7.1,148,NOT_RATED,3650000,167,16700000,23-Dec-11,Action , Crime , Drama , Mystery , Thriller,,,
2105,tt0387898,Cach_??(Hidden) (2005),2005,7.3,117,R,3630000,,,3-Sep-05,Drama , Mystery , Thriller,,,,,
2107,tt0371257,Stay (2005),2005,6.9,99,R,3630000,"1,684",50000000,18-Oct-05,Drama , Mystery , Thriller,,,,,
2112,tt0974554,Elegy ,2008,6.8,112,R,3580000,142,13000000,29-Apr-08,Drama , Romance,,,,,,
2113,tt0866437,The Jane Austen Book Club (2007),2007,6.9,106,PG_13,3570000,"1,232",,21-Sep-07,Comedy , Drama , Romance,,,,,
2114,tt1017451,The Runaways ,2010,6.6,106,R,3570000,244,10000000,24-Jan-10,Biography , Drama , History , Music,,,,
2118,tt0397044,Blood and Chocolate (2007),2007,5.5,98,PG_13,3530000,"1,200",,26-Jan-07,Drama , Fantasy , Horror , Romance,,,,
2119,tt0844286,The Brothers Bloom ,2008,6.9,114,PG_13,3520000,209,20000000,23-Sep-08,Adventure , Comedy , Drama , Romance,,,,
2123,tt0800027,Feast of Love (2007),2007,6.7,101,R,3500000,"1,200",,28-Sep-07,Drama , Romance,,,,,,
2124,tt1045670,Happy-Go-Lucky ,2008,7,118,R,3490000,202,,30-Aug-08,Comedy , Drama,,,,,,
2130,tt0449994,Jodhaa Akbar ,2008,7.6,213,NULL,3440000,125,"40,000,000",15-Feb-08,Action , Adventure , Biography , Drama , History , Musical , Romance,
2135,tt0482629,The Ultimate Gift (2006),2006,7.4,114,PG,3420000,816,,20-Oct-06,Drama , Family , Romance,,,,,
2134,tt1024943,Om Shanti Om ,2007,6.6,162,PG_13,3420000,114,,9-Nov-07,Action , Comedy , Drama , Musical , Romance , Thriller,,
2138,tt1758692,Like Crazy ,2011,6.7,90,PG_13,3390000,162,250000,22-Jan-11,Drama , Romance,,,,,,
2146,tt0433387,Harsh Times (2005),2005,7,116,R,3340000,956,2000000,10-Nov-05,Action , Crime , Drama , Thriller,,,,
2145,tt0489327,Venus ,2006,7.2,95,R,3340000,168,3000000,2-Sep-06,Comedy , Drama , Romance,,,,,
2054,tt0364955,Art School Confidential (2006),2006,6.3,102,R,3300000,762,,23-Jan-06,Comedy , Drama,,,,,,
2057,tt0449999,Kabhi Alvida Naa Kehna ,2006,6,193,R,3280000,64,"700,000,000",11-Aug-06,Drama ,,,,,,,
2060,tt1182350,You Will Meet a Tall Dark Stranger (2010),2010,6.3,98,R,3250000,402,22000000,22-Sep-10,Comedy , Drama , Romance,,,,,
2063,tt0240200,Water ,2005,7.8,117,PG_13,3220000,91,,2-Oct-05,Drama , Romance,,,,,,
2065,tt1431181,Another Year ,2010,7.3,129,PG_13,3210000,236,10000000,3-Sep-10,Comedy , Drama,,,,,,
2068,tt1189073,The Skin I Live In ,2011,7.6,120,R,3190000,116,13000000,12-Oct-11,Horror ,,,,,,,
2070,tt0416185,Resurrecting the Champ (2007),2007,6.8,112,PG_13,3170000,"1,605",13000000,20-Jan-07,Drama , Sport,,,,,,
2072,tt1068649,I've Loved You So Long ,2008,7.6,117,PG_13,3170000,69,,29-Aug-08,Drama ,,,,,,,
2074,tt1103275,Two Lovers ,2008,7.1,110,R,3150000,148,12000000,16-Oct-08,Drama , Romance,,,,,,
2075,tt0439478,Boynton Beach Club ,2005,6.5,105,R,3120000,65,1500000,21-Oct-05,Comedy , Romance,,,,,,
2079,tt0403016,Supercross (2005),2005,3.9,80,PG_13,3100000,"1,580",,15-Aug-05,Action , Drama , Romance , Sport,,,,
2083,tt0458364,The Ex (2006),2006,5.6,89,PG_13,3090000,"1,009",,15-Dec-06,Comedy , Romance,,,,,,
2084,tt0383028,"Synecdoche, New York ",2008,7.4,124,R,3080000,119,21000000,19-Oct-08,Drama ,,,,,,,
2086,tt1562872,Zindagi Na Milegi Dobara ,2011,8.1,155,NULL,3080000,100,,2011/7/15,Adventure , Comedy , Drama , Family , Romance,,,
2088,tt0861689,Blindness (2008),2008,6.6,121,R,3070000,"1,690",25000000,3-Oct-08,Drama , Mystery , Sci-Fi , Thriller,,,,
2087,tt1352824,Chloe (2009),2009,6.3,96,R,3070000,350,11000000,11-Feb-09,Drama , Mystery , Thriller,,,,,
2093,tt0775488,Illegal Tender (2007),2007,5.5,108,R,3050000,512,8000000,24-Aug-07,Crime , Drama , Thriller,,,,,
2094,tt1032856,The Band's Visit ,2007,7.6,87,PG_13,3050000,121,,12-Nov-07,Comedy , Drama , Music , Romance,,,,
2001,tt1527186,Melancholia ,2011,7.1,130,R,3030000,145,7400000,3-Oct-11,Drama , Sci-Fi,,,,,,
2004,tt0893412,From Prada to Nada ,2011,5.5,107,PG_13,3020000,261,,28-Jan-11,Comedy , Drama , Romance,,,,,
2005,tt1602098,Albert Nobbs ,2011,6.7,113,R,3010000,245,8000000,2-Sep-11,Drama ,,,,,,,
2009,tt0482546,Miss Potter ,2006,7,92,PG,2980000,102,30000000,10-Dec-06,Biography , Drama,,,,,,
2008,tt1441326,Martha Marcy May Marlene ,2011,7,102,R,2980000,183,,21-Jan-11,Drama , Thriller,,,,,,
2013,tt0441007,Gracie (2007),2007,6.2,95,PG_13,2960000,"1,164",9000000,12-Mar-07,Biography , Drama , Sport,,,,,
2016,tt1024715,Choke (2008),2008,6.5,92,R,2930000,463,3000000,21-Jan-08,Comedy , Drama,,,,,,
2018,tt0468565,Tsotsi ,2005,7.3,94,R,2910000,122,3000000,10-Feb-05,Crime , Drama,,,,,,
2027,tt0469623,Things We Lost in the Fire (2007),2007,7.2,118,R,2850000,"1,142",16000000,7-Oct,Drama ,,,,,,,
2028,tt1462054,Letters to God (2010),2010,6.1,110,PG,2850000,897,3500000,9-Apr-10,Drama , Family,,,,,,
2038,tt0463345,La mujer de mi hermano ,2005,6.3,89,R,2800000,217,,14-Apr-05,Drama ,,,,,,,
2041,tt0455538,How to Lose Friends & Alienate People (2008),2008,6.5,110,R,2780000,"1,750",27000000,3-Oct-08,Comedy , Drama , Romance,,,,,
1951,tt0464049,The History Boys ,2006,6.8,109,R,2710000,165,,4-Nov-06,Comedy , Drama,,,,,,
2050,tt1179258,Ch_??i ,2009,6.2,100,R,2710000,76,23000000,26-Jun-09,Comedy , Drama , Romance,,,,,
2049,tt1531663,Everything Must Go ,2010,6.4,97,R,2710000,245,5000000,27-Apr-10,Comedy , Drama,,,,,,
1953,tt0468489,Half Nelson ,2006,7.3,106,R,2690000,106,700000,23-Jan-06,Drama ,,,,,,,
1955,tt0418773,Junebug ,2005,7,106,R,2680000,143,1000000,24-Jan-05,Comedy , Drama,,,,,,
1956,tt1023114,The Way Back (2010),2010,7.3,133,PG_13,2680000,678,,3-Sep-10,Adventure , Drama , History,,,,,
1957,tt0808244,Easy Virtue ,2008,6.7,97,PG_13,2660000,255,,8-Apr,Comedy , Romance,,,,,,
1961,tt0441048,Dhoom 2 ,2006,6.3,152,NULL,2640000,63,,23-Nov-06,Action , Thriller,,,,,,
1964,tt0374563,Captivity (2007),2007,4.6,96,R,2630000,"1,061",17000000,13-Jul-07,Crime , Horror , Thriller,,,,,
1971,tt1289419,N-Secure (2010),2010,3.3,,R,2590000,486,,15-Oct-10,Crime , Drama , Thriller,,,,,
1980,tt1127715,Sin Nombre ,2009,7.6,96,R,2530000,87,,18-Jan-09,Adventure , Crime , Drama , Thriller,,,,
1983,tt0978759,Frozen River ,2008,7.2,97,R,2510000,96,1000000,18-Jan-08,Crime , Drama,,,,,,
1982,tt1562871,Ra.One ,2011,4.8,156,NULL,2510000,189,24000000,26-Oct-11,Action , Sci-Fi,,,,,,
1989,tt0343996,The Lost City ,2005,6.7,144,R,2480000,56,9600000,3-Sep-05,Drama ,,,,,,,
1991,tt1185431,My One and Only ,2009,6.6,108,PG_13,2480000,256,,21-Aug-09,Adventure , Biography , Comedy , Drama , Romance,,,
2000,tt0796375,You Kill Me ,2007,6.5,93,R,2430000,252,4000000,28-Apr-07,Comedy , Crime , Romance , Thriller,,,,
1901,tt1275863,Love Aaj Kal ,2009,6.8,128,NULL,2430000,102,,2009/7/31,Comedy , Drama , Romance,,,,,
1999,tt1544600,The Grace Card (2010),2010,6.4,101,PG_13,2430000,352,200000,23-Sep-10,Drama ,,,,,,,
1905,tt1166100,Ghajini ,2008,7.3,183,NULL,2410000,83,"3,078,571",24-Dec-08,Action , Drama , Mystery , Romance , Thriller,,,
1904,tt1334260,Never Let Me Go ,2010,7.2,103,R,2410000,232,15000000,3-Sep-10,Drama , Romance , Sci-Fi,,,,,
1909,tt1226774,In the Loop ,2009,7.5,106,NOT_RATED,2380000,92,120000,22-Jan-09,Comedy ,,,,,,,
1916,tt1012804,Redbelt ,2008,6.8,99,R,2340000,"1,379",7000000,7-Apr-08,Drama , Sport,,,,,,
1920,tt1411664,Bucky Larson: Born to Be a Star (2011),2011,3.2,97,R,2330000,"1,500",10000000,9-Sep-11,Comedy ,,,,,,,
1931,tt0460791,The Fall ,2006,7.9,117,R,2280000,111,,30-Jun-06,Adventure , Drama , Fantasy,,,,,
1933,tt1185836,Adam ,2009,7.2,99,PG_13,2280000,177,,20-Jan-09,Drama , Romance,,,,,,
1935,tt0449851,The Valet ,2006,6.6,85,PG_13,2270000,92,25000000??12-Mar-06,Comedy , Drama,,,,,,,
1940,tt0775489,The Illusionist (2010),2010,7.5,80,PG,2230000,"1,438",20000000,5-Sep-10,Animation , Drama,,,,,,
1942,tt1149362,The White Ribbon ,2009,7.8,144,R,2220000,106,,7-Oct-09,Drama , Mystery,,,,,,
1944,tt0935075,Rabbit Hole ,2010,7,91,PG_13,2220000,131,5000000,3-Nov-10,Drama ,,,,,,,
1947,tt0847877,Euphoria ,2006,6.8,74,NULL,2210000,110,,28-Mar-06,Drama , Romance,,,,,,
1948,tt0396171,Perfume: The Story of a Murderer ,2006,7.5,147,R,2210000,280,60000000,20-Oct-06,Crime , Drama , Fantasy,,,,,
1851,tt0468492,The Host ,2006,7,119,R,2200000,116,,29-Sep-06,Action , Horror , Sci-Fi,,,,,
1855,tt0405508,Rang De Basanti ,2006,8.4,157,NOT_RATED,2200000,66,,26-Jan-06,Drama ,,,,,,,
1950,tt0800241,Transsiberian ,2008,6.7,111,R,2200000,154,15000000,18-Jan-08,Crime , Drama , Mystery , Thriller,,,,
1864,tt0482088,Priceless ,2006,7.1,106,R,2160000,44,,13-Jan-06,Comedy , Romance,,,,,,
1873,tt1139797,Let the Right One In ,2008,8,115,R,2120000,53,4000000,24-Apr-08,Drama , Horror , Romance,,,,,
1878,tt0439662,Fanaa ,2006,7.2,168,NULL,2100000,72,,26-May-06,Drama , Romance , Thriller,,,,,
1880,tt0499375,Guru ,2007,7.8,166,NULL,2090000,76,"2,308,928",12-Jan-07,Biography , Drama , Musical , Romance,,,,
1886,tt1082886,The Wackness ,2008,7,99,R,2080000,142,6000000,18-Jan-08,Comedy , Drama , Romance,,,,,
1883,tt1235166,A Prophet ,2009,7.9,155,R,2080000,83,,5-Sep-09,Crime , Drama,,,,,,
1889,tt0369994,Strangers with Candy ,2005,6,97,R,2070000,109,3500000,5-Jan,Comedy ,,,,,,,
1887,tt1182937,Rab Ne Bana Di Jodi ,2008,7.1,167,NULL,2070000,83,"3,386,428",12-Dec-08,Comedy , Drama , Musical , Romance,,,,
1893,tt0393109,Brick (2005),2005,7.5,110,R,2060000,,475000,5-Jan,Crime , Drama , Mystery,,,,,
1895,tt0444112,Avenue Montaigne ,2006,6.8,106,PG_13,2040000,52,,6-Oct,Comedy , Drama , Romance,,,,,
1897,tt1045772,I Love You Phillip Morris ,2009,6.7,98,R,2040000,100,13000000,18-Jan-09,Biography , Comedy , Crime , Drama , Romance,,,
1900,tt0457530,The Work and the Glory II: American Zion ,2005,6.5,100,PG_13,2020000,206,6500000,13-Oct-05,Drama , Western,,,,,,
1801,tt1130088,Is Anybody There? ,2008,6.8,94,PG_13,2020000,165,,8-Apr-08,Drama ,,,,,,,
1804,tt1740047,The Trip ,2010,7,107,NOT_RATED,2010000,83,,2-May-10,Comedy , Drama,,,,,,
1806,tt2011971,Monsieur Lazhar ,2011,7.5,94,PG_13,2010000,86,,23-Oct-11,Comedy , Drama,,,,,,
1807,tt1445520,Footnote ,2011,7.1,103,PG,2010000,101,,10-Oct-11,Comedy , Drama,,,,,,
1810,tt0380599,Oliver Twist (2005),2005,6.9,130,PG_13,1990000,779,60000000,23-Sep-05,Crime , Drama,,,,,,
1813,tt0367027,Shortbus ,2006,6.6,101,UNRATED,1980000,70,2000000,15-Sep-06,Comedy , Drama , Romance,,,,,
1818,tt0757361,Margot at the Wedding ,2007,6,93,R,1960000,121,10000000,31-Aug-07,Comedy , Drama,,,,,,
1828,tt0421238,The Proposition ,2005,7.5,104,R,1900000,200,2000000,5-Jan,Crime , Drama , Western,,,,,
1830,tt0318081,A Sound of Thunder (2005),2005,4.1,101,PG_13,1890000,816,52000000,2-Sep-05,Action , Adventure , Horror , Sci-Fi , Thriller,,,
1832,tt1034324,The Mighty Macs (2009),2009,6.5,99,G,1890000,975,7000000,17-Oct-09,Drama , Sport,,,,,,
1837,tt0889652,Roman de gare ,2007,7.2,103,R,1850000,38,,18-Apr-07,Drama ,,,,,,,
1839,tt1029120,Henry Poole Is Here (2008),2008,6.5,99,PG,1840000,527,,21-Jan-08,Comedy , Drama,,,,,,
1841,tt0460989,The Wind That Shakes the Barley ,2006,7.5,127,NOT_RATED,1830000,50,,16-Mar-06,Drama , History , War,,,,,
1843,tt0405393,Rudo y Cursi ,2008,6.8,106,R,1830000,219,,8-Apr,Comedy , Drama , Sport,,,,,
1847,tt0434124,Kinky Boots ,2005,7,107,PG_13,1820000,127,,20-Jan-05,Comedy , Drama , Music,,,,,
1844,tt0485272,Salaam-E-Ishq ,2007,5.1,216,NULL,1820000,86,,2007/1/25,Comedy , Drama , Musical , Romance,,,,
1848,tt1289406,Harry Brown ,2009,7.2,103,R,1820000,67,7300000,8-Jan-09,Action , Crime , Drama , Thriller,,,,
1754,tt1423995,Stone ,2010,5.4,105,R,1800000,125,22000000,3-Oct-10,Drama , Thriller,,,,,,
1752,tt1435513,Hysteria ,2011,6.7,100,R,1800000,218,,18-May-11,Comedy , Romance,,,,,,
1758,tt0845046,Son of Rambow ,2007,7.1,96,PG_13,1780000,155,15000000,22-Jan-07,Action , Adventure , Comedy , Drama , Family,,,
1763,tt1421051,Somewhere ,2010,6.3,97,R,1770000,83,8000000,22-Dec-10,Comedy , Drama,,,,,,
1767,tt0817177,Flipped ,2010,7.7,90,PG,1750000,442,14000000,6-Aug-10,Comedy , Drama , Romance,,,,,
1766,tt1554091,A Better Life ,2011,7.2,98,PG_13,1750000,216,10000000,24-Jun-11,Drama ,,,,,,,
1771,tt1242460,We Need to Talk About Kevin ,2011,7.5,112,R,1740000,80,7000000,4-Sep-11,Drama , Thriller,,,,,,
1774,tt0892255,Che: Part One ,2008,7.2,134,NOT_RATED,1730000,2,35000000,7-Oct-08,Biography , Drama , History , War,,,,
1775,tt1675192,Take Shelter ,2011,7.4,121,R,1730000,91,5000000,24-Jan-11,Drama , Thriller,,,,,,
1777,tt1023441,Coco Chanel & Igor Stravinsky ,2009,6.4,119,R,1720000,74,,25-Apr-09,Drama , Music,,,,,,
1781,tt0428038,Sweet Land ,2005,7.3,110,PG,1710000,47,1000000,21-Oct-05,Drama , Romance,,,,,,
1782,tt0404030,Everything Is Illuminated ,2005,7.5,106,PG_13,1710000,110,7000000,3-Sep-05,Comedy , Drama,,,,,,
1785,tt1095217,Bad Lieutenant: Port of Call New Orleans ,2009,6.7,122,R,1700000,96,25000000,6-Sep-09,Crime , Drama,,,,,,
1789,tt0428003,El vacil__n: The Movie ,2005,6.6,90,R,1690000,36,,21-Oct-05,Comedy ,,,,,,,
1788,tt0451176,Quincea_???era ,2006,7.1,90,R,1690000,96,400000,6-Jan,Drama ,,,,,,,
1792,tt0403537,State Property 2 ,2005,4.3,94,R,1680000,202,,13-Apr-05,Musical , Action , Crime , Drama,,,,
1795,tt0384686,The White Countess ,2005,6.7,135,PG_13,1670000,67,16000000,30-Oct-05,Drama , History , Romance , War,,,,
1794,tt0467017,Talento de barrio ,2008,5.4,107,R,1670000,20,,10-Oct-08,Action , Crime , Drama , Music,,,,
1796,tt0432402,Factory Girl (2006),2006,6.4,90,UNRATED,1650000,336,7000000,29-Dec-06,Biography , Drama,,,,,,
1799,tt0858486,Battle for Terra (2007),2007,6.7,85,PG,1650000,"1,160",,27-Apr-07,Animation , Action , Adventure , Sci-Fi , Thriller,,,
1702,tt0836700,Summer Hours ,2008,7.2,103,NOT_RATED,1640000,50,,1-Oct-08,Drama , Family,,,,,,
1708,tt0444653,Keeping Mum ,2005,6.8,99,R,1620000,79,169000,15-Sep-05,Comedy , Crime , Drama,,,,,
1709,tt1521848,Potiche ,2010,6.4,103,R,1620000,74,,6-Jan-10,Comedy ,,,,,,,
1712,tt0896529,Cairo Time ,2009,6.7,90,PG,1600000,76,,25-Apr-09,Drama , Romance,,,,,,
1711,tt1198101,Kites ,2010,6,123,NULL,1600000,207,,21-May-10,Action , Drama , Romance , Thriller,,,,
1713,tt0808399,"New York, I Love You ",2008,6.3,103,R,1590000,118,14700000,16-Oct-08,Comedy , Drama , Romance,,,,,
1715,tt0929425,Gomorrah ,2008,7,137,NOT_RATED,1580000,50,,3-Oct-08,Crime , Drama,,,,,,
1716,tt1742336,Your Sister's Sister ,2011,6.7,90,R,1570000,101,125000,20-Jan-11,Comedy , Drama,,,,,,
1723,tt0383222,BloodRayne (2005),2005,2.8,95,R,1550000,985,25000000,23-Oct-05,Action , Adventure , Fantasy , Horror,,,,
1727,tt0756729,Year of the Dog ,2007,6.1,97,PG_13,1540000,152,,20-Jan-07,Comedy , Drama,,,,,,
1725,tt1069238,Departures ,2008,8.1,130,PG_13,1540000,27,,16-Oct-08,Drama ,,,,,,,
1731,tt0427968,Trust the Man ,2005,5.7,103,R,1530000,260,9000000,18-Aug-05,Comedy , Drama , Romance,,,,,
1733,tt0457655,After the Wedding ,2006,7.8,120,R,1530000,55,,30-Mar-06,Drama ,,,,,,,
1730,tt1934231,Delhi Belly ,2011,7.6,103,NULL,1530000,90,,1-Jul-11,Comedy , Crime , Drama,,,,,
1739,tt0804505,Married Life ,2007,6.3,91,PG_13,1510000,120,12000000,29-Sep-07,Crime , Drama , Romance,,,,,
1737,tt1379222,The Double Hour ,2009,6.7,95,NULL,1510000,68,,19-Feb-09,Crime , Drama , Mystery , Romance , Thriller,,,
1746,tt1285309,The Joneses ,2009,6.5,96,R,1470000,217,5000000,9-Apr-09,Comedy , Drama,,,,,,
1747,tt0445620,Paradise Now ,2005,7.5,90,PG_13,1450000,65,,2-Sep-05,Crime , Drama , Thriller , War,,,,
1651,tt1266029,Nowhere Boy ,2009,7.2,98,R,1450000,215,,27-Jan-09,Biography , Drama , Music,,,,,
1750,tt1144804,Kambakkht Ishq ,2009,3.8,142,NULL,1450000,100,12500000,3-Jul-09,Action , Comedy , Romance,,,,,
1656,tt1220628,I Hope They Serve Beer in Hell ,2009,5.3,105,R,1430000,266,,25-Sep-09,Comedy ,,,,,,,
1655,tt1645080,The Art of Getting By (2011),2011,6.6,83,PG_13,1430000,610,,23-Jan-11,Drama , Romance,,,,,,
1657,tt0778784,My Best Friend ,2006,6.8,94,PG_13,1420000,63,,28-Apr-06,Comedy ,,,,,,,
1660,tt0456165,Salaam Namaste ,2005,6.3,158,NULL,1410000,63,,9-Sep-05,Comedy , Drama , Romance,,,,,
1661,tt0404802,The Notorious Bettie Page ,2005,6.6,91,R,1410000,73,,5-Mar,Biography , Drama,,,,,,
1662,tt0451850,Paheli ,2005,6.7,140,NULL,1410000,68,,8-Jan-05,Fantasy , Romance,,,,,,
1665,tt0461336,Saving Private Perez ,2011,6,105,PG_13,1390000,165,,2-Sep-11,Adventure , Comedy , Western,,,,,
1666,tt1827512,The Kid with a Bike ,2011,7.4,87,PG_13,1380000,86,,6-Oct-11,Drama ,,,,,,,
1670,tt0475355,Pride (2007),2007,5.7,104,PG,1370000,"1,518",,14-Mar-07,Drama , Family , Sport,,,,,
1673,tt1017456,Race ,2008,6.6,149,NULL,1370000,96,,2008/3/21,Action , Crime , Drama , Thriller,,,,
1680,tt1070858,The Secrets of Jonathan Sperry ,2008,6.8,96,PG,1360000,135,1000000,27-Apr-08,Drama ,,,,,,,
1674,tt1585558,Bodyguard ,2010,6.4,152,NULL,1360000,135,,2010/1/22,Comedy ,,,,,,,
1679,tt1270262,The Devil's Double ,2011,7.1,109,R,1360000,89,,22-Jan-11,Biography , Drama , Thriller,,,,,
1682,tt1839647,The Oscar Nominated Short Films: Animation ,2011,6.8,85,NOT_RATED,1350000,95,,11-Feb-11,Animation ,,,,,,,
1684,tt1541995,Snow Flower and the Secret Fan ,2011,6,104,PG_13,1350000,116,6000000,15-Jul-11,Drama , History,,,,,,
1687,tt1020773,Certified Copy ,2010,7.2,106,UNRATED,1340000,57,,1-Oct-10,Drama ,,,,,,,
1694,tt0318761,Thumbsucker (2005),2005,6.7,96,R,1330000,330,4000000,23-Jan-05,Comedy , Drama,,,,,,
1695,tt0460611,The Work and the Glory III: A House Divided ,2006,6.3,89,PG,1330000,44,6500000,22-Nov-06,Drama , Western,,,,,,
1690,tt1421046,"No eres t__, soy yo ",2010,5.8,,PG_13,1330000,226,,8-Apr-10,Comedy , Romance,,,,,,
1696,tt0422528,Sarah Silverman: Jesus Is Magic ,2005,6.5,72,NOT_RATED,1320000,57,,11-Feb-05,Comedy , Music,,,,,,
1698,tt1549572,Another Earth ,2011,7,92,PG_13,1320000,94,,24-Jan-11,Drama , Romance , Sci-Fi,,,,,
1700,tt0361693,Happy Endings ,2005,6.5,128,R,1310000,74,,20-Jan-05,Comedy , Drama , Music , Thriller,,,,
1604,tt0452624,The Good German ,2006,6.1,105,R,1300000,66,32000000,12-Nov-06,Drama , Mystery , Thriller,,,,,
1606,tt0808279,Funny Games ,2007,6.5,111,R,1290000,288,15000000,19-Jan-07,Crime , Drama , Thriller,,,,,
1610,tt1274295,Kaminey: The Scoundrels ,2009,7.5,130,NULL,1290000,82,,14-Aug-09,Action , Comedy , Crime , Drama , Thriller,,,
1609,tt1291465,Raajneeti ,2010,7.1,163,NULL,1290000,124,,4-Jun-10,Action , Crime , Drama , Thriller,,,,
1619,tt1331064,Paper Heart ,2009,6,88,PG_13,1270000,96,,9-Jan,Comedy , Drama , Romance,,,,,
1625,tt0475937,The Abandoned (2006),2006,5.7,99,R,1260000,"1,000",,18-Nov-06,Horror , Mystery , Thriller,,,,,
1622,tt1149361,Micmacs ,2009,7.2,105,R,1260000,52,,12-Dec-09,Action , Comedy , Crime,,,,,
1624,tt1620719,Dabangg ,2010,6.3,126,NULL,1260000,68,9370000,2010/9/10,Action , Comedy , Crime , Romance , Thriller,,,
1627,tt0423409,Tristram Shandy: A Cock and Bull Story ,2005,6.8,94,R,1250000,51,,7-Oct-05,Comedy , Drama,,,,,,
1632,tt1185420,Dostana ,2008,6.5,145,UNRATED,1240000,74,5000000,14-Nov-08,Comedy , Drama , Romance,,,,,
1631,tt1592281,Take This Waltz ,2011,6.6,116,R,1240000,64,,22-Apr-11,Comedy , Drama,,,,,,
1643,tt0806088,Heyy Babyy ,2007,5.7,144,NULL,1210000,68,,24-Aug-07,Comedy , Drama,,,,,,
1644,tt0795434,Namastey London ,2007,7.1,128,NULL,1210000,65,,23-Mar-07,Comedy , Drama , Romance,,,,,
1645,tt0986264,Like Stars on Earth ,2007,8.5,165,PG,1200000,70,,12-Jan-07,Drama , Family,,,,,,
1647,tt0780516,Flawless ,2007,6.8,108,PG_13,1200000,65,20000000,7-Mar,Crime , Drama , Thriller,,,,,
1649,tt1614989,Headhunters ,2011,7.6,100,R,1200000,60,,31-Mar-11,Crime , Thriller,,,,,,
1556,tt1032846,"4 Months, 3 Weeks and 2 Days ",2007,7.9,113,NOT_RATED,1190000,47,,29-Sep-07,Drama ,,,,,,,
1554,tt1175506,Me and Orson Welles ,2008,6.8,114,PG_13,1190000,134,25000000,16-Mar-08,Drama ,,,,,,,
1553,tt1416801,Kill the Irishman ,2011,7.2,106,R,1190000,56,,11-Mar-11,Action , Biography , Crime , Drama , Thriller,,,
1558,tt0376196,Slow Burn (2005),2005,5.9,93,R,1180000,"1,163",15500000,13-Apr-05,Drama , Mystery , Thriller,,,,,
1560,tt0387059,Bee Season ,2005,5.5,104,PG_13,1180000,277,14000000,3-Sep-05,Drama ,,,,,,,
1557,tt1013860,Dylan Dog: Dead of Night (2010),2010,5.1,107,PG_13,1180000,875,20000000,29-Apr-10,Comedy , Horror , Mystery , Sci-Fi , Thriller,,,
1564,tt0419749,Find Me Guilty (2006),2006,7.1,125,R,1170000,439,13000000,17-Mar-06,Biography , Comedy , Crime , Drama,,,,
1568,tt1573072,Housefull ,2010,4.9,144,NULL,1170000,82,,2010/4/30,Comedy ,,,,,,,
1576,tt0382073,Heights ,2005,7,93,R,1160000,66,,24-Jan-05,Drama ,,,,,,,
